id_movimiento,id_sucursal,id_producto,fecha_registro,detalle,valorUnitario,cantidad,total,tipo
5835,1,2,2022-01-08 17:10:27+00:00,Pantalón vaquero,38.76,7,271.32,S
5836,1,46,2022-01-11 17:14:40+00:00,Sofá gris,111.04,12,1332.48,E
5837,1,53,2022-01-08 17:10:27+00:00,Toallas de baño,12.93,5,64.65,S
5838,1,53,2022-01-08 17:10:27+00:00,Toallas de baño,13.5,1,13.5,S
5839,1,53,2022-01-08 17:10:27+00:00,Toallas de baño,12.63,5,63.15,S
5840,1,110,2022-01-08 17:34:32+00:00,Juego de mesa,21.05,12,252.6,E
5841,1,89,2022-01-11 18:15:58+00:00,Aceite de oliva,3.77,12,45.24,E
5842,1,105,2022-01-08 17:21:54+00:00, Orgullo y prejuicio,10.01,3,30.03,S
5843,1,8,2022-01-08 17:35:18+00:00,Polo de rayas,13.33,22,293.26,S
5844,1,79,2022-01-10 18:32:02+00:00,Esmalte de uñas rojo intenso,6.48,24,155.52,E
5845,1,22,2022-01-08 17:35:18+00:00,Zapatos de vestir,70.25,7,491.75,S
5846,1,36,2022-01-08 17:38:29+00:00,Parlante portátil JBL,88.52,3,265.56,S
5847,1,58,2022-01-09 18:34:16+00:00,Cortina de ducha,18.86,24,452.64,E
5848,1,45,2022-01-09 18:18:04+00:00,Consola de videojuegos Xbox,439.33,48,21087.84,E
5849,1,80,2022-01-08 17:54:11+00:00,Aceite corporal de almendras,13.62,37,503.94,S
5850,1,101,2022-01-08 17:54:28+00:00, El Hobbit,7.31,42,307.02,S
5851,1,95,2022-01-08 18:04:08+00:00,Mantequilla de mano,2.81,15,42.15,S
5852,1,23,2022-01-08 18:04:08+00:00,Zapatillas de running,97.87,22,2153.14,S
5853,1,20,2022-01-08 18:06:49+00:00,Mocasines de ante,59.84,9,538.56,S
5854,1,68,2022-01-08 18:10:03+00:00,Caña de pescar,44.8,4,179.2,S
5855,1,52,2022-01-08 18:10:03+00:00,Cortinas opacas,19.5,9,175.5,S
5856,1,100,2022-01-08 18:13:13+00:00, El Gran Gatsby,7.72,4,30.88,S
5857,1,50,2022-01-08 18:13:21+00:00,Lámpara de techo,22.86,22,502.92,S
5858,1,20,2022-01-08 18:18:12+00:00,Mocasines de ante,59.84,48,2872.32,S
5859,1,81,2022-01-08 18:18:12+00:00,Loción corporal de vainilla,9.15,2,18.3,S
5860,1,42,2022-01-11 18:47:51+00:00,Teclado mecánico Logitech,88.78,24,2130.72,E
5861,1,17,2022-01-08 18:25:16+00:00,Zapatillas de lona,21.94,9,197.46,S
5862,1,100,2022-01-08 18:25:16+00:00, El Gran Gatsby,7.72,1,7.72,S
5863,1,113,2022-01-08 19:27:16+00:00,Juguete de peluche,7.36,36,264.96,E
5864,1,5,2022-01-08 18:31:11+00:00,Sudadera con capucha,22.55,4,90.2,S
5865,1,95,2022-01-08 18:33:58+00:00,Mantequilla de mano,2.4,72,172.8,E
5866,1,110,2022-01-08 18:32:52+00:00,Juego de mesa,24.73,4,98.92,S
5867,1,102,2022-01-11 18:56:35+00:00, Matar a un ruiseñor,5.14,72,370.08,E
5868,1,80,2022-01-08 18:37:28+00:00,Aceite corporal de almendras,13.62,1,13.62,S
5869,1,95,2022-01-08 18:40:06+00:00,Mantequilla de mano,2.81,2,5.62,S
5870,1,95,2022-01-08 18:40:06+00:00,Mantequilla de mano,2.4,24,57.6,S
5871,1,6,2022-01-10 19:13:46+00:00,Falda plisada,20.5,60,1230.0,E
5872,1,87,2022-01-11 19:05:08+00:00,Frijoles,1.71,72,123.12,E
5873,1,96,2022-01-08 18:46:06+00:00, La Metamorfosis,9.38,45,422.1,S
5874,1,96,2022-01-08 18:46:06+00:00, La Metamorfosis,9.34,2,18.68,S
5875,1,91,2022-01-08 18:51:57+00:00,Leche en polvo,2.62,15,39.3,S
5876,1,111,2022-01-08 18:51:57+00:00,Figura de acción,9.04,4,36.16,S
5877,1,45,2022-01-08 18:51:57+00:00,Consola de videojuegos Xbox,439.33,10,4393.3,S
5878,1,51,2022-01-08 18:54:21+00:00,Cojines decorativos,7.18,3,21.54,S
5879,1,16,2022-01-08 18:54:21+00:00,Zapatos deportivos,62.04,3,186.12,S
5880,1,113,2022-01-08 18:56:12+00:00,Juguete de peluche,7.36,30,220.8,S
5881,1,76,2022-01-11 19:22:40+00:00,Crema facial hidratante,24.08,24,577.92,E
5882,1,70,2022-01-08 19:17:30+00:00,Mancuernas,31.5,3,94.5,S
5883,1,102,2022-01-08 19:27:56+00:00, Matar a un ruiseñor,5.95,6,35.7,S
5884,1,102,2022-01-08 19:27:56+00:00, Matar a un ruiseñor,5.14,41,210.74,S
5885,1,47,2022-01-08 19:27:56+00:00,Mesa de comedor,78.23,8,625.84,S
5886,1,23,2022-01-08 19:35:03+00:00,Zapatillas de running,97.87,8,782.96,S
5887,1,80,2022-01-08 19:35:03+00:00,Aceite corporal de almendras,13.62,19,258.78,S
5888,1,113,2022-01-08 19:47:50+00:00,Juguete de peluche,7.36,2,14.72,S
5889,1,102,2022-01-08 20:01:12+00:00, Matar a un ruiseñor,5.14,1,5.14,S
5890,1,29,2022-01-08 20:01:12+00:00,Mocasines de cuero,38.43,5,192.15,S
5891,1,101,2022-01-08 20:11:30+00:00, El Hobbit,7.31,29,211.99,S
5892,1,91,2022-01-10 20:16:42+00:00,Leche en polvo,2.35,24,56.4,E
5893,1,87,2022-01-08 20:16:19+00:00,Frijoles,1.47,18,26.46,S
5894,1,87,2022-01-08 20:16:19+00:00,Frijoles,1.71,13,22.23,S
5895,1,52,2022-01-09 20:50:19+00:00,Cortinas opacas,19.4,96,1862.4,E
5896,1,93,2022-01-08 20:37:06+00:00,Cereal,2.31,5,11.55,S
5897,1,85,2022-01-10 20:50:21+00:00,Crema para manos y cuerpo,6.29,24,150.96,E
5898,1,20,2022-01-08 21:00:28+00:00,Mocasines de ante,59.84,8,478.72,S
5899,1,97,2022-01-08 21:00:28+00:00, Cien años de soledad,9.45,36,340.2,S
5900,1,6,2022-01-08 21:00:28+00:00,Falda plisada,21.16,1,21.16,S
5901,1,6,2022-01-08 21:00:28+00:00,Falda plisada,20.5,17,348.5,S
5902,1,30,2022-01-08 21:13:01+00:00,Zapatillas de skate,50.39,1,50.39,S
5903,1,8,2022-01-10 21:56:24+00:00,Polo de rayas,15.71,48,754.08,E
5904,1,33,2022-01-08 21:18:30+00:00,Tablet Samsung,362.08,11,3982.88,S
5905,1,108,2022-01-08 21:18:30+00:00,Juego de bloques,16.07,12,192.84,S
5906,1,108,2022-01-08 21:18:30+00:00,Juego de bloques,18.68,8,149.44,S
5907,1,29,2022-01-10 21:34:12+00:00,Mocasines de cuero,45.53,72,3278.16,E
5908,1,109,2022-01-11 21:57:07+00:00,Pelota de fútbol,6.67,12,80.04,E
5909,1,79,2022-01-08 21:28:47+00:00,Esmalte de uñas rojo intenso,6.48,3,19.44,S
5910,1,79,2022-01-10 22:24:06+00:00,Esmalte de uñas rojo intenso,5.7,12,68.4,E
5911,1,103,2022-01-11 22:17:17+00:00, El Señor de los Anillos,18.16,36,653.76,E
5912,1,5,2022-01-08 21:34:07+00:00,Sudadera con capucha,22.55,1,22.55,S
5913,1,86,2022-01-08 21:34:07+00:00,Arroz,2.31,18,41.58,S
5914,1,50,2022-01-08 21:41:16+00:00,Lámpara de techo,22.86,20,457.2,S
5915,1,50,2022-01-08 21:41:16+00:00,Lámpara de techo,23.57,3,70.71,S
5916,1,103,2022-01-08 21:41:16+00:00, El Señor de los Anillos,14.24,22,313.28,S
5917,1,13,2022-01-11 22:28:06+00:00,Jersey de punto,15.85,24,380.4,E
5918,1,69,2022-01-08 22:11:37+00:00,Pelota de golf,10.3,45,463.5,S
5919,1,102,2022-01-08 22:11:37+00:00, Matar a un ruiseñor,5.14,19,97.66,S
5920,1,99,2022-01-09 22:31:24+00:00,1984,8.53,12,102.36,E
5921,1,102,2022-01-09 22:52:34+00:00, Matar a un ruiseñor,5.04,48,241.92,E
5922,1,99,2022-01-08 22:23:17+00:00,1984,10.37,3,31.11,S
5923,1,99,2022-01-08 22:23:17+00:00,1984,9.65,5,48.25,S
5924,1,99,2022-01-08 22:23:17+00:00,1984,8.53,12,102.36,S
5925,1,99,2022-01-08 22:23:17+00:00,1984,10.38,16,166.08,S
5926,1,101,2022-01-08 23:11:01+00:00, El Hobbit,7.43,96,713.28,E
5927,1,105,2022-01-11 22:36:00+00:00, Orgullo y prejuicio,11.23,36,404.28,E
5928,1,54,2022-01-08 22:23:17+00:00,Cubiertos de acero inoxidable,27.64,1,27.64,S
5929,1,19,2022-01-08 22:33:16+00:00,Sandalias de playa,12.38,45,557.1,S
5930,1,17,2022-01-08 22:33:16+00:00,Zapatillas de lona,21.94,3,65.82,S
5931,1,17,2022-01-08 22:33:16+00:00,Zapatillas de lona,18.55,7,129.85,S
5932,1,30,2022-01-09 23:10:21+00:00,Zapatillas de skate,40.66,24,975.84,E
5933,1,8,2022-01-08 22:39:01+00:00,Polo de rayas,13.33,2,26.66,S
5934,1,8,2022-01-08 22:39:01+00:00,Polo de rayas,15.71,33,518.43,S
5935,1,14,2022-01-08 22:40:40+00:00,Parka acolchada,75.39,8,603.12,S
5936,1,94,2022-01-08 22:54:32+00:00,Galletas,0.84,4,3.36,S
5937,1,29,2022-01-08 22:54:32+00:00,Mocasines de cuero,38.43,2,76.86,S
5938,1,29,2022-01-08 22:54:32+00:00,Mocasines de cuero,45.53,26,1183.78,S
5939,1,113,2022-01-08 22:55:36+00:00,Juguete de peluche,7.36,4,29.44,S
5940,1,113,2022-01-08 22:55:36+00:00,Juguete de peluche,6.39,5,31.95,S
5941,1,81,2022-01-08 23:09:05+00:00,Loción corporal de vainilla,9.15,16,146.4,S
5942,1,50,2022-01-09 23:54:14+00:00,Lámpara de techo,18.49,108,1996.92,E
5943,1,12,2022-01-08 23:09:05+00:00,Gorra de béisbol,11.05,5,55.25,S
5944,1,81,2022-01-08 23:49:53+00:00,Loción corporal de vainilla,10.4,24,249.6,E
5945,1,9,2022-01-11 00:06:06+00:00,Pijama de algodón,12.23,84,1027.32,E
5946,1,29,2022-01-08 23:53:23+00:00,Mocasines de cuero,45.53,39,1775.67,S
5947,1,34,2022-01-09 00:21:50+00:00,Cámara Nikon,487.36,4,1949.44,S
5948,1,93,2022-01-11 00:24:18+00:00,Cereal,2.62,12,31.44,E
5949,1,45,2022-01-09 00:28:43+00:00,Consola de videojuegos Xbox,439.33,36,15815.88,S
5950,1,34,2022-01-09 00:37:20+00:00,Cámara Nikon,487.36,1,487.36,S
5951,1,108,2022-01-09 01:31:03+00:00,Juego de bloques,19.3,12,231.6,E
5952,1,70,2022-01-11 01:17:36+00:00,Mancuernas,30.95,24,742.8,E
5953,1,2,2022-01-10 01:39:15+00:00,Pantalón vaquero,38.85,24,932.4,E
5954,1,30,2022-01-09 01:13:29+00:00,Zapatillas de skate,50.39,9,453.51,S
5955,1,30,2022-01-09 01:13:29+00:00,Zapatillas de skate,40.66,5,203.3,S
5956,1,50,2022-01-09 01:13:29+00:00,Lámpara de techo,18.49,22,406.78,S
5957,1,17,2022-01-11 01:50:56+00:00,Zapatillas de lona,17.69,12,212.28,E
5958,1,81,2022-01-09 01:16:43+00:00,Loción corporal de vainilla,10.4,22,228.8,S
5959,1,48,2022-01-09 01:16:43+00:00,Juego de sabanas,37.38,27,1009.26,S
5960,1,5,2022-01-09 01:30:15+00:00,Sudadera con capucha,22.55,29,653.95,S
5961,1,69,2022-01-09 01:32:35+00:00,Pelota de golf,10.3,44,453.2,S
5962,1,51,2022-01-09 01:32:35+00:00,Cojines decorativos,7.18,7,50.26,S
5963,1,51,2022-01-09 01:32:35+00:00,Cojines decorativos,7.42,5,37.1,S
5964,1,51,2022-01-09 01:32:35+00:00,Cojines decorativos,7.42,42,311.64,S
5965,1,52,2022-01-09 01:42:31+00:00,Cortinas opacas,19.5,2,39.0,S
5966,1,52,2022-01-09 01:42:31+00:00,Cortinas opacas,19.4,24,465.6,S
5967,1,105,2022-01-09 01:58:25+00:00, Orgullo y prejuicio,10.01,24,240.24,S
5968,1,105,2022-01-09 01:58:25+00:00, Orgullo y prejuicio,11.23,5,56.15,S
5969,1,60,2022-01-09 01:58:25+00:00,Espejo de pared,35.78,18,644.04,S
5970,1,47,2022-01-09 02:05:29+00:00,Mesa de comedor,78.23,2,156.46,S
5971,1,111,2022-01-09 02:20:17+00:00,Figura de acción,9.04,14,126.56,S
5972,1,111,2022-01-09 02:20:17+00:00,Figura de acción,7.69,11,84.59,S
5973,1,79,2022-01-09 02:20:17+00:00,Esmalte de uñas rojo intenso,6.48,21,136.08,S
5974,1,79,2022-01-09 02:20:17+00:00,Esmalte de uñas rojo intenso,5.7,1,5.7,S
5975,1,105,2022-01-09 02:32:02+00:00, Orgullo y prejuicio,11.23,11,123.53,S
5976,1,36,2022-01-09 02:46:10+00:00,Parlante portátil JBL,88.52,6,531.12,S
5977,1,87,2022-01-09 03:02:04+00:00,Frijoles,1.71,31,53.01,S
5978,1,100,2022-01-09 03:15:28+00:00, El Gran Gatsby,7.72,7,54.04,S
5979,1,36,2022-01-11 03:47:18+00:00,Parlante portátil JBL,83.25,12,999.0,E
5980,1,94,2022-01-09 03:59:10+00:00,Galletas,0.98,24,23.52,E
5981,1,17,2022-01-09 03:20:01+00:00,Zapatillas de lona,18.55,1,18.55,S
5982,1,36,2022-01-09 03:20:01+00:00,Parlante portátil JBL,88.52,1,88.52,S
5983,1,32,2022-01-09 03:20:01+00:00,Laptop HP,527.43,9,4746.87,S
5984,1,8,2022-01-09 03:29:26+00:00,Polo de rayas,15.71,3,47.13,S
5985,1,53,2022-01-09 03:29:26+00:00,Toallas de baño,12.63,2,25.26,S
5986,1,23,2022-01-09 03:45:48+00:00,Zapatillas de running,97.87,8,782.96,S
5987,1,108,2022-01-09 03:47:53+00:00,Juego de bloques,19.3,10,193.0,S
5988,1,96,2022-01-11 03:59:52+00:00, La Metamorfosis,9.37,24,224.88,E
5989,1,54,2022-01-09 03:47:53+00:00,Cubiertos de acero inoxidable,27.64,7,193.48,S
5990,1,50,2022-01-09 04:18:07+00:00,Lámpara de techo,18.49,39,721.11,S
5991,1,9,2022-01-09 04:18:07+00:00,Pijama de algodón,12.23,38,464.74,S
5992,1,83,2022-01-09 04:54:09+00:00,Barra de labios nude,7.13,4,28.52,S
5993,1,90,2022-01-09 05:20:11+00:00,Atún enlatado,1.02,8,8.16,S
5994,1,16,2022-01-09 05:20:11+00:00,Zapatos deportivos,62.04,17,1054.68,S
5995,1,113,2022-01-12 05:50:53+00:00,Juguete de peluche,6.14,36,221.04,E
5996,1,17,2022-01-09 05:46:41+00:00,Zapatillas de lona,18.55,4,74.2,S
5997,1,17,2022-01-09 05:46:41+00:00,Zapatillas de lona,17.69,5,88.45,S
5998,1,102,2022-01-09 06:10:45+00:00, Matar a un ruiseñor,5.04,19,95.76,S
5999,1,48,2022-01-10 06:15:59+00:00,Juego de sabanas,38.17,72,2748.24,E
6000,1,91,2022-01-09 06:19:06+00:00,Leche en polvo,2.62,1,2.62,S
6001,1,91,2022-01-09 06:19:06+00:00,Leche en polvo,2.51,1,2.51,S
6002,1,91,2022-01-09 06:19:06+00:00,Leche en polvo,2.35,6,14.1,S
6003,1,46,2022-01-09 06:21:58+00:00,Sofá gris,118.69,12,1424.28,S
6004,1,46,2022-01-09 06:21:58+00:00,Sofá gris,111.04,10,1110.4,S
6005,1,80,2022-01-11 06:40:29+00:00,Aceite corporal de almendras,12.64,48,606.72,E
6006,1,90,2022-01-12 07:24:44+00:00,Atún enlatado,1.02,24,24.48,E
6007,1,93,2022-01-09 06:44:45+00:00,Cereal,2.31,7,16.17,S
6008,1,93,2022-01-09 06:44:45+00:00,Cereal,2.55,1,2.55,S
6009,1,93,2022-01-09 06:44:45+00:00,Cereal,2.06,2,4.12,S
6010,1,100,2022-01-11 06:59:59+00:00, El Gran Gatsby,7.01,12,84.12,E
6011,1,5,2022-01-09 06:51:55+00:00,Sudadera con capucha,22.55,26,586.3,S
6012,1,86,2022-01-11 07:31:38+00:00,Arroz,2.26,24,54.24,E
6013,1,83,2022-01-09 07:01:24+00:00,Barra de labios nude,7.13,20,142.6,S
6014,1,110,2022-01-09 07:01:24+00:00,Juego de mesa,21.05,10,210.5,S
6015,1,88,2022-01-09 07:07:41+00:00,Sardinas en lata,0.65,3,1.95,S
6016,1,107,2022-01-09 07:07:41+00:00,Carro de carreras,10.14,24,243.36,S
6017,1,48,2022-01-09 07:07:41+00:00,Juego de sabanas,38.17,15,572.55,S
6018,1,52,2022-01-09 07:14:04+00:00,Cortinas opacas,19.4,17,329.8,S
6019,1,42,2022-01-09 07:28:44+00:00,Teclado mecánico Logitech,88.04,1,88.04,S
6020,1,42,2022-01-09 07:28:44+00:00,Teclado mecánico Logitech,88.78,2,177.56,S
6021,1,110,2022-01-09 07:28:44+00:00,Juego de mesa,21.05,2,42.1,S
6022,1,110,2022-01-09 07:28:44+00:00,Juego de mesa,23.91,5,119.55,S
6023,1,25,2022-01-09 07:29:49+00:00,Sandalias de tacón,41.01,3,123.03,S
6024,1,25,2022-01-10 07:33:27+00:00,Sandalias de tacón,45.31,24,1087.44,E
6025,1,79,2022-01-10 07:50:53+00:00,Esmalte de uñas rojo intenso,5.6,48,268.8,E
6026,1,29,2022-01-09 07:40:46+00:00,Mocasines de cuero,45.53,2,91.06,S
6027,1,5,2022-01-09 08:31:10+00:00,Sudadera con capucha,26.48,84,2224.32,E
6028,1,113,2022-01-09 08:00:17+00:00,Juguete de peluche,6.39,20,127.8,S
6029,1,113,2022-01-09 08:00:17+00:00,Juguete de peluche,6.14,4,24.56,S
6030,1,99,2022-01-10 08:53:12+00:00,1984,10.66,36,383.76,E
6031,1,88,2022-01-09 08:18:36+00:00,Sardinas en lata,0.85,24,20.4,E
6032,1,54,2022-01-12 08:39:40+00:00,Cubiertos de acero inoxidable,30.49,36,1097.64,E
6033,1,101,2022-01-09 08:03:45+00:00, El Hobbit,7.43,40,297.2,S
6034,1,94,2022-01-09 08:12:38+00:00,Galletas,0.98,16,15.68,S
6035,1,81,2022-01-09 08:12:38+00:00,Loción corporal de vainilla,10.4,2,20.8,S
6036,1,81,2022-01-09 08:12:38+00:00,Loción corporal de vainilla,9.15,2,18.3,S
6037,1,96,2022-01-09 08:12:38+00:00, La Metamorfosis,9.34,10,93.4,S
6038,1,96,2022-01-09 08:12:38+00:00, La Metamorfosis,9.37,11,103.07,S
6039,1,77,2022-01-09 08:22:11+00:00,Mascarilla capilar reparadora,9.03,5,45.15,S
6040,1,14,2022-01-09 08:28:48+00:00,Parka acolchada,82.29,84,6912.36,E
6041,1,13,2022-01-09 08:29:48+00:00,Jersey de punto,18.07,4,72.28,S
6042,1,13,2022-01-09 08:29:48+00:00,Jersey de punto,15.85,16,253.6,S
6043,1,110,2022-01-09 08:40:36+00:00,Juego de mesa,23.27,24,558.48,E
6044,1,83,2022-01-09 09:18:45+00:00,Barra de labios nude,6.59,72,474.48,E
6045,1,96,2022-01-11 09:01:11+00:00, La Metamorfosis,7.73,12,92.76,E
6046,1,17,2022-01-09 09:13:43+00:00,Zapatillas de lona,20.98,12,251.76,E
6047,1,5,2022-01-09 08:43:12+00:00,Sudadera con capucha,26.48,43,1138.64,S
6048,1,88,2022-01-09 08:45:50+00:00,Sardinas en lata,0.85,22,18.7,S
6049,1,5,2022-01-09 08:53:34+00:00,Sudadera con capucha,26.48,41,1085.68,S
6050,1,5,2022-01-09 08:53:34+00:00,Sudadera con capucha,22.55,4,90.2,S
6051,1,5,2022-01-09 08:53:34+00:00,Sudadera con capucha,23.29,2,46.58,S
6052,1,108,2022-01-09 08:53:34+00:00,Juego de bloques,19.3,2,38.6,S
6053,1,108,2022-01-09 08:53:34+00:00,Juego de bloques,18.68,4,74.72,S
6054,1,103,2022-01-09 09:20:20+00:00, El Señor de los Anillos,14.24,1,14.24,S
6055,1,103,2022-01-09 09:20:20+00:00, El Señor de los Anillos,15.97,1,15.97,S
6056,1,9,2022-01-09 09:35:17+00:00,Pijama de algodón,12.23,23,281.29,S
6057,1,48,2022-01-09 09:44:57+00:00,Juego de sabanas,38.17,49,1870.33,S
6058,1,68,2022-01-09 09:44:57+00:00,Caña de pescar,44.8,7,313.6,S
6059,1,111,2022-01-10 10:36:46+00:00,Figura de acción,8.09,24,194.16,E
6060,1,54,2022-01-09 09:51:13+00:00,Cubiertos de acero inoxidable,27.64,1,27.64,S
6061,1,54,2022-01-09 09:51:13+00:00,Cubiertos de acero inoxidable,30.49,12,365.88,S
6062,1,89,2022-01-09 10:02:49+00:00,Aceite de oliva,3.64,4,14.56,S
6063,1,89,2022-01-09 10:02:49+00:00,Aceite de oliva,3.77,11,41.47,S
6064,1,105,2022-01-09 10:05:30+00:00, Orgullo y prejuicio,11.23,13,145.99,S
6065,1,2,2022-01-09 10:05:30+00:00,Pantalón vaquero,38.85,9,349.65,S
6066,1,89,2022-01-11 11:08:17+00:00,Aceite de oliva,3.31,24,79.44,E
6067,1,89,2022-01-09 10:27:13+00:00,Aceite de oliva,3.31,11,36.41,S
6068,1,115,2022-01-09 10:28:56+00:00,Juego de bolos,17.8,6,106.8,S
6069,1,115,2022-01-09 10:28:56+00:00,Juego de bolos,16.8,3,50.4,S
6070,1,48,2022-01-09 10:42:34+00:00,Juego de sabanas,38.17,8,305.36,S
6071,1,48,2022-01-09 10:42:34+00:00,Juego de sabanas,37.38,2,74.76,S
6072,1,48,2022-01-09 10:42:34+00:00,Juego de sabanas,40.41,3,121.23,S
6073,1,95,2022-01-09 10:42:34+00:00,Mantequilla de mano,2.4,28,67.2,S
6074,1,87,2022-01-09 10:42:34+00:00,Frijoles,1.71,22,37.62,S
6075,1,81,2022-01-10 11:33:11+00:00,Loción corporal de vainilla,12.07,24,289.68,E
6076,1,17,2022-01-09 11:36:42+00:00,Zapatillas de lona,21.77,12,261.24,E
6077,1,49,2022-01-09 10:50:26+00:00,Alfombra roja,52.46,16,839.36,S
6078,1,58,2022-01-09 11:19:41+00:00,Cortina de ducha,16.83,1,16.83,S
6079,1,58,2022-01-09 11:19:41+00:00,Cortina de ducha,18.86,5,94.3,S
6080,1,6,2022-01-09 11:30:29+00:00,Falda plisada,20.5,3,61.5,S
6081,1,48,2022-01-10 12:06:43+00:00,Juego de sabanas,34.14,36,1229.04,E
6082,1,97,2022-01-09 11:33:29+00:00, Cien años de soledad,9.45,37,349.65,S
6083,1,2,2022-01-09 11:37:54+00:00,Pantalón vaquero,38.85,15,582.75,S
6084,1,2,2022-01-09 11:37:54+00:00,Pantalón vaquero,35.4,2,70.8,S
6085,1,96,2022-01-09 11:58:35+00:00, La Metamorfosis,9.37,12,112.44,S
6086,1,95,2022-01-09 11:58:35+00:00,Mantequilla de mano,2.4,15,36.0,S
6087,1,103,2022-01-09 11:58:35+00:00, El Señor de los Anillos,15.97,1,15.97,S
6088,1,103,2022-01-09 11:58:35+00:00, El Señor de los Anillos,18.16,9,163.44,S
6089,1,17,2022-01-09 12:07:36+00:00,Zapatillas de lona,20.98,12,251.76,S
6090,1,17,2022-01-09 12:07:36+00:00,Zapatillas de lona,21.77,12,261.24,S
6091,1,17,2022-01-09 12:07:36+00:00,Zapatillas de lona,17.69,7,123.83,S
6092,1,54,2022-01-09 12:13:29+00:00,Cubiertos de acero inoxidable,30.49,20,609.8,S
6093,1,115,2022-01-12 12:36:53+00:00,Juego de bolos,16.2,12,194.4,E
6094,1,113,2022-01-11 13:09:34+00:00,Juguete de peluche,7.46,36,268.56,E
6095,1,42,2022-01-09 12:19:21+00:00,Teclado mecánico Logitech,88.78,10,887.8,S
6096,1,9,2022-01-09 12:19:21+00:00,Pijama de algodón,12.23,23,281.29,S
6097,1,9,2022-01-09 12:19:21+00:00,Pijama de algodón,12.21,1,12.21,S
6098,1,9,2022-01-09 12:19:21+00:00,Pijama de algodón,11.15,3,33.45,S
6099,1,7,2022-01-09 12:19:21+00:00,Abrigo de lana,76.19,3,228.57,S
6100,1,32,2022-01-09 13:08:22+00:00,Laptop HP,598.03,12,7176.36,E
6101,1,85,2022-01-09 12:21:32+00:00,Crema para manos y cuerpo,7.82,10,78.2,S
6102,1,77,2022-01-09 12:24:11+00:00,Mascarilla capilar reparadora,9.29,48,445.92,E
6103,1,72,2022-01-09 12:23:38+00:00,Colchoneta de yoga,19.51,15,292.65,S
6104,1,22,2022-01-09 12:23:38+00:00,Zapatos de vestir,70.25,3,210.75,S
6105,1,85,2022-01-10 12:38:56+00:00,Crema para manos y cuerpo,6.97,12,83.64,E
6106,1,54,2022-01-10 13:19:30+00:00,Cubiertos de acero inoxidable,28.17,24,676.08,E
6107,1,89,2022-01-09 12:27:49+00:00,Aceite de oliva,3.31,13,43.03,S
6108,1,89,2022-01-09 12:27:49+00:00,Aceite de oliva,3.77,1,3.77,S
6109,1,25,2022-01-09 12:28:03+00:00,Sandalias de tacón,41.01,9,369.09,S
6110,1,25,2022-01-09 12:28:03+00:00,Sandalias de tacón,45.31,22,996.82,S
6111,1,87,2022-01-10 12:56:05+00:00,Frijoles,1.53,36,55.08,E
6112,1,47,2022-01-09 12:44:04+00:00,Mesa de comedor,78.23,6,469.38,S
6113,1,17,2022-01-10 13:47:36+00:00,Zapatillas de lona,22.17,12,266.04,E
6114,1,124,2022-01-09 12:51:21+00:00,Armónica Hohner Special 20,31.45,6,188.7,S
6115,1,124,2022-01-09 12:51:21+00:00,Armónica Hohner Special 20,27.52,1,27.52,S
6116,1,70,2022-01-09 12:51:21+00:00,Mancuernas,30.95,21,649.95,S
6117,1,76,2022-01-09 12:56:55+00:00,Crema facial hidratante,24.08,24,577.92,S
6118,1,76,2022-01-09 12:56:55+00:00,Crema facial hidratante,20.31,6,121.86,S
6119,1,80,2022-01-09 12:56:55+00:00,Aceite corporal de almendras,13.62,11,149.82,S
6120,1,80,2022-01-09 12:56:55+00:00,Aceite corporal de almendras,14.66,1,14.66,S
6121,1,80,2022-01-09 12:56:55+00:00,Aceite corporal de almendras,12.64,13,164.32,S
6122,1,16,2022-01-09 13:25:11+00:00,Zapatos deportivos,62.04,6,372.24,S
6123,1,98,2022-01-09 13:46:10+00:00, Don Quijote de la Mancha,10.44,5,52.2,S
6124,1,108,2022-01-11 13:47:08+00:00,Juego de bloques,19.47,12,233.64,E
6125,1,58,2022-01-09 13:59:27+00:00,Cortina de ducha,18.86,16,301.76,S
6126,1,101,2022-01-09 14:22:54+00:00, El Hobbit,7.43,19,141.17,S
6127,1,53,2022-01-09 14:37:25+00:00,Toallas de baño,12.63,11,138.93,S
6128,1,81,2022-01-09 14:44:54+00:00,Loción corporal de vainilla,9.15,16,146.4,S
6129,1,108,2022-01-11 15:30:42+00:00,Juego de bloques,18.74,12,224.88,E
6130,1,50,2022-01-09 14:58:24+00:00,Lámpara de techo,18.49,21,388.29,S
6131,1,19,2022-01-09 15:08:39+00:00,Sandalias de playa,12.38,8,99.04,S
6132,1,80,2022-01-09 15:08:39+00:00,Aceite corporal de almendras,12.64,12,151.68,S
6133,1,79,2022-01-09 15:32:34+00:00,Esmalte de uñas rojo intenso,5.6,34,190.4,S
6134,1,7,2022-01-09 15:43:49+00:00,Abrigo de lana,76.19,20,1523.8,S
6135,1,58,2022-01-09 15:43:49+00:00,Cortina de ducha,18.86,3,56.58,S
6136,1,7,2022-01-11 16:17:56+00:00,Abrigo de lana,62.73,24,1505.52,E
6137,1,8,2022-01-09 16:12:54+00:00,Polo de rayas,15.71,7,109.97,S
6138,1,22,2022-01-09 16:19:52+00:00,Zapatos de vestir,70.25,23,1615.75,S
6139,1,3,2022-01-09 16:57:04+00:00,Chaqueta de cuero,111.41,5,557.05,S
6140,1,95,2022-01-09 16:57:04+00:00,Mantequilla de mano,2.4,5,12.0,S
